14859,19440,75396
73711,215,91869
11392,98728,56135
18787,88026,27910
10114,24366,52874
30617,59629,86056
5432,77370,22914
18991,19764,85650
1158,14144,14824
50044,85217,29420
12260,41439,7083
28449,34855,693
88040,75809,73388
37062,17644,72021
44546,60369,63744
40738,57097,32580
50409,34580,22543
62159,91860,76944
84785,90402,63540
3442,91532,29109
61005,58416,98656
13705,11244,66014
43614,84601,84587
59649,71498,15484
17092,73303,69014
72891,9124,79182
99440,33358,64791
81804,22718,58033
85694,33058,86735
49807,20583,27158
41439,3203,97469
31388,29738,25348
56568,47152,66814
19137,49177,16983
21078,2984,40111
63884,39757,10446
28065,88810,24352
96292,90861,55357
5656,41551,40061
55042,14724,30637
83996,95286,10395
90237,9789,60542
41464,67231,95977
16565,73165,56095
8509,11868,44701
3192,47385,58626
93591,43595,40215
79212,50580,7184
96352,91838,87916
45075,72843,89172
76533,19927,75642
73110,51823,7644
48897,34839,1508
21549,46612,76058
15922,79796,47809
20433,94775,43691
64092,56335,94008
98483,947,26538
51329,83233,7647
58180,23930,95453
79419,28964,51905
56670,36707,41729
66193,72868,84720
29392,51311,19403
69797,12351,56433
22508,72691,59132
99997,62594,71301
62979,4433,40329
32449,98717,20720
91745,53214,98408
94589,18709,23621
15498,94654,85776
63823,96476,70560
82377,47629,59010
59470,33137,40471
75279,80269,70898
91711,69630,85629
42380,49321,77799
16553,60444,38026
49830,76593,28600
21521,55787,13415
60739,74389,19378
33612,84293,22149
33224,48195,19180
78083,25886,36446
53443,56059,56388
55930,13501,69633
10340,17608,41007
23008,92315,83740
16765,49601,33602
49635,6485,83380
20356,300,74049
38145,54333,22395
9896,85392,72578
28284,38867,34486
11411,60605,1226
34807,17914,86130
79189,1392,4589
20477,70277,59016
52214,9538,77892
58415,86054,8831
2898,28761,51856
72838,20480,36849
72464,88010,21645
52803,71973,45713
84163,9238,62151
65591,24237,53564
22152,1662,16680
56764,95434,19152
71480,65014,32138
41229,20663,78938
27292,73249,17915
68045,28053,5223
39964,81779,91119
28276,23004,93100
75643,30923,78000
2999,19945,39020
28478,75020,11231
47830,65035,45737
57119,54513,38294
40842,73351,18492
31217,95976,32418
60152,91720,47745
68442,4727,35295
92997,1424,8080
77126,65368,52496
79849,45097,7143
46153,82502,94360
14396,87257,13484
65194,54588,13159
22824,36956,31629
34313,27117,59598
44985,21615,19434
31909,30669,83348
55760,22914,14532
8439,4466,44409
66893,71871,53935
12065,44430,90045
83002,27642,95582
42867,52602,62515
2658,11084,88975
73693,32863,4126
7817,77856,75587
19341,4389,543
90539,98418,81512
99702,75249,52973
50538,92306,57964
67193,60227,36021
17870,51325,45514
95119,46746,92156
48476,50331,69832
3808,23568,59430
97412,28886,70108
91676,48292,32681
28808,10986,71065
4503,73157,75806
45447,65023,28211
27419,13617,37507
61545,11720,17795
86801,37073,95091
85367,52014,70457
4524,44730,87649
13810,21747,94501
919,61272,55516
14415,98836,60399
84497,59472,82921
36652,23463,39129
98859,59766,99834
52338,36915,66733
7206,37131,11194
92091,12586,42752
23832,73295,59113
43585,46984,98254
14115,70638,60901
40390,41263,29207
51755,543,16592
24478,56135,7108
91844,12003,99755
48258,29752,91721
1899,50986,77968
44878,42087,29029
9354,77982,25615
89042,72864,49843
55543,75356,72393
62496,62889,7466
10402,48181,57896
367,3165,68725
13789,80735,37927
5166,52353,16734
6352,81072,66528
56256,9629,67788
39013,28382,98627
31327,24481,61544
36902,24447,84351
35859,68593,11749
52215,37614,39703
56644,71144,63158
76387,45667,64162
14376,23367,84503
60674,96283,8948
60974,15570,21736
39129,30253,86689
22005,54648,67103
19549,73506,73352
36843,66304,69015
11903,31857,6295
70340,50428,82434
56860,83098,359
90907,61000,42602
27389,25786,9762
12926,397,99795
25478,94422,4446
2384,72386,43764
6950,55990,25214
16135,74988,66671
67387,92630,46984
76811,88313,3887
91042,41855,35070
70327,76532,17990
55740,62404,25703
95472,58977,23313
42775,57164,43283
69755,72811,6305
7441,91513,69422
46802,4827,51363
35905,26176,14538
56932,99532,61823
63805,44663,23453
68819,92800,12332
8907,28643,25123
35452,85425,77212
16926,49269,85321
24382,53361,12336
97461,30649,42904
50401,54127,77702
4743,16649,23194
53307,30140,72274
19101,85976,30127
61757,62753,77193
15549,21674,78973
87480,24206,57930
26019,94052,48027
61154,74645,91805
82107,6726,52886
3247,29342,27505
19886,76883,38783
22354,39647,25534
23171,10666,69191
6821,8817,96514
20494,6345,87900
20030,80442,11150
14751,47960,96249
76352,60728,60058
37198,93164,90487
88317,98605,72032
70763,47791,5637
2694,73070,91701
27468,44351,86978
31125,14611,16934
50850,77207,1456
99890,13276,8576
63725,21937,19018
595,17161,25393
27353,8819,84017
76850,4487,4291
21458,44140,22698
61411,98545,73214
61265,93310,63002
40500,53705,78868
56095,72418,4776
88774,3953,67654
2832,74684,40185
15824,48942,60391
41057,22698,85596
61876,87727,54140
33447,54640,6403
33214,84405,12315
86897,35299,80186
16309,92484,49884
55350,8323,62195
23370,97755,47639
73639,80821,83494
84963,96157,94997
60700,61562,76508
35050,71655,43947
81814,74391,26299
63289,85840,64914
35240,18201,47741
23057,15827,38021
58795,10191,41470
79962,48432,96284
79486,31611,60839
50298,75134,14616
66727,14818,84668
85709,29372,65218
35004,27530,32155
77175,15678,29271
17447,90628,65138
11791,19304,55791
49756,34245,69241
28219,3530,80986
53712,78426,79012
14861,31388,38276
86885,63124,19280
95228,80779,87128
9821,98378,84808
59239,30828,71372
99933,7999,40525
59388,49260,93428
8178,25398,95916
82090,54347,67902
55878,19810,64018
54147,24434,57972
80990,52997,82596
6275,96816,46629
69251,35695,55398
94251,17979,84966
62174,91215,13032
72605,60872,97982
16768,45021,81260
23208,37810,5410
67658,9046,23380
44394,33353,43155
75499,3078,3099
76725,65437,34498
71029,60200,86729
27334,20081,74928
78868,23873,91133
79291,32347,5370
14159,49285,63737
55285,92467,56285
16072,12803,76572
26754,85677,34397
51961,90745,19096
24068,60297,76917
31630,27544,55147
12675,17802,12057
79361,58406,605
41204,23842,46490
74340,69209,57828
18773,60227,6348
94214,3187,16441
78192,94171,41575
28099,17156,11806
59974,77623,81880
9210,50596,43332
15482,26550,35573
51913,89583,1347
87833,78072,69936
90496,58911,28137
9266,41511,79256
1467,71649,83656
59157,8111,13989
2079,90334,49206
57502,19318,75792
80264,34865,28923
51936,70652,76035
9140,98878,15668
22543,33864,6448
22524,31256,486
1721,76983,34555
5951,83809,53205
75199,33698,20799
82487,86828,14333
67683,74979,71391
5411,71128,47138
54231,2920,53037
52818,18232,65485
59178,30522,17250
57598,28217,47844
3853,19784,69964
57604,29704,60450
36901,41188,62138
58766,60174,42320
25887,32265,88343
29648,13377,82756
84928,36356,94570
4532,87915,28466
2396,48728,22250
45870,22058,55226
54197,38444,92057
20614,36330,7450
46761,88833,73733
34777,30644,65355
38378,91234,73772
87900,328,62145
3955,69455,35909
29688,85093,46458
64256,70102,97516
93294,46584,84574
48801,42800,53374
45863,49823,27087
33916,97781,74715
75156,37327,8552
73650,30004,93413
37240,35284,34418
45214,5681,26732
82122,70503,50967
77633,68602,91143
2471,41546,78772
39837,76426,84639
61392,90828,87641
66911,3327,10503
26536,95028,90938
5984,58355,15097
37053,43977,45337
56374,36347,41689
30288,37963,61225
49066,17452,66182
16231,13352,42764
13572,68878,48671
97175,15751,76146
94567,93399,10702
31449,96890,95447
89066,89952,54909
41892,12906,58982
61795,25883,84746
3849,97559,68416
26016,51676,79164
64725,22861,31268
10703,58470,63391
65241,25502,23753
70456,1816,53731
13098,1785,2877
54890,70078,69689
78080,9567,51087
27313,2643,93524
52263,80717,80430
47765,78018,45848
10554,88208,8261
57817,1782,59611
46002,15016,16976
60690,37457,61704
51867,45998,17462
66055,86687,28371
16452,73590,43661
61667,76517,22934
31463,13764,26180
17274,23386,45253
2304,93405,58096
80003,36616,14374
49940,93589,30012
2101,74510,97787
64528,94816,49581
70839,77457,59297
51895,70304,79609
59761,7360,78306
7693,10640,21814
17045,84818,47387
8058,49119,31451
92901,33776,44805
37849,83312,6298
73509,27150,28768
10986,14783,12414
6872,87976,5041
70733,29668,19807
48344,20372,52097
83361,45864,22799
39821,11946,851
28726,27965,5926
60005,16269,46993
7441,72899,9123
86298,20401,17642
24277,5810,61236
21375,51741,87723
88568,30488,65007
68057,96462,78903
60292,76145,1905
98664,17882,91039
93509,89634,20376
50446,86527,52774
83810,99843,95545
21698,99521,78447
57731,41445,21129
12290,28348,22254
93998,32670,8950
84221,28406,96360
35150,39759,84829
39987,43124,82414
25494,19079,95654
93210,56438,4948
63081,32452,86340
57137,87440,32535
7795,96401,14908
76759,49206,80748
16768,43617,78998
11168,54713,9272
32240,2393,72788
96374,11703,46093
92837,89568,42700
31366,63888,54638
46815,23827,82922
67345,29594,83020
84516,18516,79153
42411,73513,60729
7152,56631,87882
60058,33646,95496
75511,26379,46063
6417,29071,6842
18402,88002,85277
30055,98510,93743
79651,497,93041
80648,83851,32649
55801,12577,1259
27618,15396,39813
76964,78598,32400
87333,92700,19039
19996,65372,75409
23730,80832,52568
92801,40095,37759
18521,40787,67802
68173,37309,29499
49306,87829,73951
37805,63348,86759
93330,54641,85802
59759,76422,41006
56890,29260,26333
93484,56855,57038
90344,41185,81237
31384,11689,68049
36051,91449,92914
84732,58234,74297
2347,24315,49910
1785,76201,57771
90233,43189,65471
4649,26162,20197
91705,96167,15502
58458,16507,58917
464,24762,92062
62386,77894,31642
54633,80401,29933
97802,98911,80626
14318,49460,41953
85939,41745,56114
53374,62801,94900
56267,10249,33656
52864,31404,86155
89661,60213,87693
23772,86162,33080
57131,77971,33720
87505,6441,74301
82324,47653,61373
67835,23625,83646
4921,35564,76459
8150,74402,6656
53246,46299,68865
58126,40271,80481
34419,46682,32982
56830,41015,42998
99881,47677,15156
3522,65635,68557
84674,92423,97984
1596,5079,26758
4726,32159,23167
99746,29446,42545
39460,67661,19192
56426,23117,6709
97623,98719,23815
38029,45200,36981
97034,26186,78199
38367,90023,12896
53111,98231,23779
1117,57505,36786
94926,41665,95673
84497,24284,46262
33149,77521,5254
97168,32106,5154
84302,98425,26112
12533,12454,10192
41979,85540,85959
82907,55622,79675
86324,8247,52654
555,95532,89208
70701,77451,7313
1643,4565,71007
56161,37391,15647
26804,13915,37367
69676,84206,51075
7992,30599,7629
63829,71861,20270
59703,35459,3016
52917,43715,35347
97460,17492,18697
83193,3321,90242
23974,88902,94071
52156,31377,58516
88522,81943,90119
67821,67621,23862
10274,2010,89619
52064,91365,41983
79880,88731,89693
15359,51619,83935
5233,88446,70422
40969,81397,39963
93725,14288,50227
59081,20841,18880
53025,70944,6769
13755,42140,57261
28475,34011,83709
59038,29000,94714
93839,11117,31159
86317,89389,84561
40507,53808,58156
13548,58774,94959
78561,51315,4998
5583,12554,97510
93656,44296,56861
51967,57689,3842
85105,1512,35558
60086,51940,91706
78954,16387,46712
47594,78462,33464
94388,55650,40898
3413,91213,87893
91692,19169,41913
6806,55111,74881
30300,21372,14530
84545,19523,18427
23225,39013,66598
59238,42519,26215
99745,15599,13194
73770,66169,12143
28845,89919,20848
39582,38920,50960
16475,37197,3679
29677,32693,192
94014,68320,75067
19333,43237,55592
95828,85096,34360
74290,68220,97907
40661,94360,52454
89161,26104,15247
55866,26554,79393
26825,34119,11833
75800,95573,39449
71917,86361,72934
70306,46022,37666
17260,52695,15247
47083,65988,14525
48105,49227,57556
41788,19707,97711
95304,10054,35346
81145,50795,11084
65862,70071,99248
63587,83237,37920
54891,59034,7953
98512,64157,65753
77780,45969,13407
81556,58794,57017
76360,31637,29027
93747,31037,33532
76099,89777,55163
19526,24220,27690
22240,19409,89940
29783,70839,90171
79673,71952,55899
36329,67585,42531
12429,19899,60052
86489,87241,97773
70935,67101,21955
79263,37662,47524
57387,2422,9034
13414,15109,45379
34647,83333,43640
31017,5942,59083
74876,38930,8657
65071,58603,98584
84645,90161,50462
19125,1632,42268
49814,83236,47031
34057,80213,40305
96049,55731,95852
24752,24987,40065
84364,72406,13321
56754,29695,36218
88353,73171,41052
45638,245,21694
196,67381,82865
27619,23754,63833
76225,46773,69849
26680,19930,40720
41003,59772,69011
78611,56990,63202
91303,6636,19809
54851,54912,46113
48490,89011,66066
85623,50527,10055
57658,24152,78577
1566,56259,79424
81226,1189,82627
7779,91244,92251
32600,60896,98760
62180,68906,29188
20519,31014,64649
41540,10556,11215
43689,33280,18116
11722,87418,86709
11746,58299,29702
46274,75823,70962
58248,19653,89181
34335,30242,79730
2216,73529,99474
64986,96369,26430
30989,48375,91119
91557,44829,69825
31527,51912,12911
44294,62697,91088
20442,6491,64723
54408,66396,2325
67104,79762,94975
4594,89447,59340
33163,11911,15397
62439,27640,82226
19006,83320,79549
79200,42664,97693
27694,46134,8743
52192,22465,19830
14366,47502,14545
8930,61396,45826
87585,67641,58375
64827,33655,27774
64760,54304,78297
17459,42508,69411
40214,3422,18368
99736,73445,81113
20078,20748,9888
91116,29035,50710
52121,25050,34526
9068,73958,65567
93890,32269,64526
75139,8240,50042
4763,51039,43909
13298,29362,19731
40370,87053,96594
74630,90966,35339
40271,15515,3803
7109,32096,6500
2412,62403,52039
44586,8775,65971
77301,36277,63525
26212,54815,58133
54772,93202,90065
95329,24058,24487
19844,8424,22481
70450,50307,63922
44295,9494,74873
56172,32263,21563
41646,38321,67177
78052,88415,26045
6093,2256,57262
44271,1496,13331
64890,223,29834
1243,61133,27474
12649,90476,65510
36913,16649,61265
38153,49485,76660
57646,27523,54529
97648,66947,71528
46335,84153,3888
76772,53203,8192
61537,48373,71860
30883,96625,59518
57611,13848,26091
81035,83803,43588
78483,16859,46009
71367,63638,51633
23829,27093,61612
53099,90329,8189
21346,25942,50796
93321,50101,7320
3845,91414,18399
97868,55142,72200
46442,90648,86235
76370,32059,73477
32431,25861,78088
54680,57702,18893
63648,35627,67846
8060,86158,80161
72221,98773,51273
5185,6113,18812
2752,11445,93492
58386,47749,572
15674,57768,67266
62012,4430,96603
